country_code,zip,city,state,stateCode,province,province_code,community,community_code,latitude,longitude
CH,1726,Farvagny,Fribourg,FR,Sarine District,1004,Gibloux,2236,46.7277,7.0663
CH,1727,Corpataux,Fribourg,FR,Sarine District,1004,Gibloux,2236,46.7427,7.0982
CH,1727,Magnedens,Fribourg,FR,Sarine District,1004,Gibloux,2236,46.7411,7.0794
CH,1728,Rossens FR,Fribourg,FR,Sarine District,1004,Gibloux,2236,46.723,7.1
CH,1730,Ecuvillens,Fribourg,FR,Sarine District,1004,Hauterive (FR),2233,46.7555,7.0784
CH,1731,Ependes FR,Fribourg,FR,Sarine District,1004,Bois d'Amont,2238,46.7571,7.1488
CH,1732,Arconciel,Fribourg,FR,Sarine District,1004,Bois d'Amont,2238,46.7512,7.1212
CH,1733,Treyvaux,Fribourg,FR,Sarine District,1004,Treyvaux,2226,46.7241,7.1438
CH,1740,Neyruz FR,Fribourg,FR,Sarine District,1004,Neyruz (FR),2211,46.768,7.0649
CH,1741,Cottens FR,Fribourg,FR,Sarine District,1004,Cottens (FR),2186,46.7532,7.0362
CH,1742,Autigny,Fribourg,FR,Sarine District,1004,Autigny,2173,46.7393,7.0283
CH,1744,Chénens,Fribourg,FR,Sarine District,1004,Chénens,2177,46.7432,6.9966
CH,1745,Lentigny,Fribourg,FR,Sarine District,1004,La Brillaz,2234,46.7599,7.0019
CH,1746,Prez-vers-Noréaz,Fribourg,FR,Sarine District,1004,Prez,2237,46.7857,7.0128
CH,1747,Corserey,Fribourg,FR,Sarine District,1004,Prez,2237,46.7719,6.989
CH,1752,Villars-sur-Glâne 1,Fribourg,FR,Sarine District,1004,Villars-sur-Glâne,2228,46.7944,7.1251
CH,1752,Villars-sur-Glâne,Fribourg,FR,Sarine District,1004,Villars-sur-Glâne,2228,46.7943,7.1252
CH,1753,Matran,Fribourg,FR,Sarine District,1004,Matran,2208,46.7869,7.0916
CH,1754,Corjolens,Fribourg,FR,Sarine District,1004,Avry,2174,46.7863,7.0425
CH,1754,Rosé,Fribourg,FR,Sarine District,1004,Avry,2174,46.784,7.0629
CH,1754,Avry-sur-Matran,Fribourg,FR,Sarine District,1004,Avry,2174,46.7886,7.066
CH,1754,Avry-Centre FR,Fribourg,FR,Sarine District,1004,Avry,2174,46.7881,7.0603
CH,1756,Onnens FR,Fribourg,FR,Sarine District,1004,La Brillaz,2234,46.7724,7.0377
CH,1756,Lovens,Fribourg,FR,Sarine District,1004,La Brillaz,2234,46.7726,7.0189
CH,1757,Noréaz,Fribourg,FR,Sarine District,1004,Prez,2237,46.8019,7.0365
CH,1762,Givisiez,Fribourg,FR,Sarine District,1004,Givisiez,2197,46.8127,7.1255
CH,1763,Granges-Paccot,Fribourg,FR,Sarine District,1004,Granges-Paccot,2198,46.8236,7.1483
CH,1772,Grolley,Fribourg,FR,Sarine District,1004,Grolley,2200,46.8347,7.0658
CH,1772,Nierlet-les-Bois,Fribourg,FR,Sarine District,1004,Ponthaux,2217,46.8169,7.0581
CH,1772,Ponthaux,Fribourg,FR,Sarine District,1004,Ponthaux,2217,46.817,7.0411
CH,1782,Formangueires,Fribourg,FR,Sarine District,1004,La Sonnaz,2235,46.8279,7.1224
CH,1782,Belfaux,Fribourg,FR,Sarine District,1004,Belfaux,2175,46.8288,7.095
CH,1782,Cormagens,Fribourg,FR,Sarine District,1004,La Sonnaz,2235,46.8359,7.1377
CH,1782,La Corbaz,Fribourg,FR,Sarine District,1004,La Sonnaz,2235,46.8412,7.1161
CH,1782,Lossy,Fribourg,FR,Sarine District,1004,La Sonnaz,2235,46.8347,7.1061
CH,1782,Autafond,Fribourg,FR,Sarine District,1004,Belfaux,2175,46.8162,7.0759
CH,1583,Villarepos,Fribourg,FR,Lake District,1005,Courtepin,2254,46.8823,7.08
CH,1721,Cournillens,Fribourg,FR,Lake District,1005,Misery-Courtion,2272,46.8555,7.1002
CH,1721,Cormérod,Fribourg,FR,Lake District,1005,Misery-Courtion,2272,46.8667,7.0857
CH,1721,Misery,Fribourg,FR,Lake District,1005,Misery-Courtion,2272,46.851,7.0682
CH,1721,Courtion,Fribourg,FR,Lake District,1005,Misery-Courtion,2272,46.8595,7.0705
CH,1721,Misery-Courtion,Fribourg,FR,Lake District,1005,Misery-Courtion,2272,46.8582,7.0849
CH,1783,Pensier,Fribourg,FR,Lake District,1005,Courtepin,2254,46.8471,7.1292
CH,1783,Barberêche,Fribourg,FR,Lake District,1005,Courtepin,2254,46.8638,7.1604
CH,1784,Courtepin,Fribourg,FR,Lake District,1005,Courtepin,2254,46.8615,7.1242
CH,1784,Wallenried,Fribourg,FR,Lake District,1005,Courtepin,2254,46.876,7.1116
CH,1785,Cressier FR,Fribourg,FR,Lake District,1005,Cressier (FR),2257,46.898,7.1379
CH,1786,Sugiez,Fribourg,FR,Lake District,1005,Mont-Vully,2284,46.9687,7.112
CH,1787,Môtier (Vully),Fribourg,FR,Lake District,1005,Mont-Vully,2284,46.9393,7.0807
CH,1787,Mur (Vully) FR,Fribourg,FR,Lake District,1005,Mont-Vully,2284,46.9456,7.0643
CH,1788,Praz (Vully),Fribourg,FR,Lake District,1005,Mont-Vully,2284,46.9495,7.1032
CH,1789,Lugnorre,Fribourg,FR,Lake District,1005,Mont-Vully,2284,46.9586,7.0733
CH,1791,Courtaman,Fribourg,FR,Lake District,1005,Courtepin,2254,46.8711,7.1316
CH,1792,Guschelmuth,Fribourg,FR,Lake District,1005,Gurmels,2262,46.8848,7.1397
CH,1792,Cordast,Fribourg,FR,Lake District,1005,Gurmels,2262,46.8733,7.1512
CH,1793,Jeuss,Fribourg,FR,Lake District,1005,Murten,2275,46.9124,7.1744
CH,1794,Salvenach,Fribourg,FR,Lake District,1005,Murten,2275,46.9141,7.1523
CH,1795,Courlevon,Fribourg,FR,Lake District,1005,Murten,2275,46.891,7.1105
CH,1796,Courgevaux,Fribourg,FR,Lake District,1005,Courgevaux,2250,46.9043,7.1047
CH,3206,Wallenbuch,Fribourg,FR,Lake District,1005,Gurmels,2262,46.9318,7.2249
CH,3210,Kerzers,Fribourg,FR,Lake District,1005,Kerzers,2265,46.9806,7.1959
CH,3212,Gurmels,Fribourg,FR,Lake District,1005,Gurmels,2262,46.8903,7.1725
CH,3212,Kleingurmels,Fribourg,FR,Lake District,1005,Gurmels,2262,46.8845,7.187
CH,3213,Liebistorf,Fribourg,FR,Lake District,1005,Gurmels,2262,46.9113,7.1931
CH,3213,Kleinbösingen,Fribourg,FR,Lake District,1005,Kleinbösingen,2266,46.893,7.2024
CH,3214,Ulmiz,Fribourg,FR,Lake District,1005,Ulmiz,2278,46.9299,7.1986
CH,3215,Gempenach,Fribourg,FR,Lake District,1005,Murten,2275,46.9432,7.1986
CH,3215,Lurtigen,Fribourg,FR,Lake District,1005,Murten,2275,46.9284,7.1722
CH,3215,Büchslen,Fribourg,FR,Lake District,1005,Murten,2275,46.9449,7.1787
CH,3216,Ried b. Kerzers,Fribourg,FR,Lake District,1005,Ried bei Kerzers,2276,46.9653,7.1762
CH,3216,Agriswil,Fribourg,FR,Lake District,1005,Ried bei Kerzers,2276,46.9544,7.2013
CH,3280,Greng,Fribourg,FR,Lake District,1005,Greng,2261,46.9191,7.0865
CH,3280,Murten,Fribourg,FR,Lake District,1005,Murten,2275,46.9304,7.1335
CH,3280,Meyriez,Fribourg,FR,Lake District,1005,Meyriez,2271,46.9288,7.1007
CH,3284,Fräschels,Fribourg,FR,Lake District,1005,Fräschels,2258,46.9979,7.2082
CH,3285,Galmiz,Fribourg,FR,Lake District,1005,Murten,2275,46.9599,7.1466
CH,3286,Muntelier,Fribourg,FR,Lake District,1005,Muntelier,2274,46.9424,7.128
CH,1712,Tafers,Fribourg,FR,Sense District,1006,Tafers,2306,46.8126,7.2246
CH,1713,St. Antoni,Fribourg,FR,Sense District,1006,Tafers,2306,46.8192,7.2671
CH,1714,Heitenried,Fribourg,FR,Sense District,1006,Heitenried,2296,46.8279,7.3
CH,1715,Alterswil FR,Fribourg,FR,Sense District,1006,Tafers,2306,46.7892,7.274
CH,1716,Plaffeien,Fribourg,FR,Sense District,1006,Plaffeien,2299,46.7271,7.2874
CH,1716,Oberschrot,Fribourg,FR,Sense District,1006,Plaffeien,2299,46.7369,7.2697
CH,1716,Schwarzsee,Fribourg,FR,Sense District,1006,Plaffeien,2299,46.6724,7.2892
CH,1717,St. Ursen,Fribourg,FR,Sense District,1006,St. Ursen,2304,46.7884,7.2194
CH,1718,Rechthalten,Fribourg,FR,Sense District,1006,Rechthalten,2301,46.7653,7.2482
CH,1719,Brünisried,Fribourg,FR,Sense District,1006,Brünisried,2292,46.7573,7.2764
CH,1719,Zumholz,Fribourg,FR,Sense District,1006,Plaffeien,2299,46.7566,7.2937
CH,1734,Tentlingen,Fribourg,FR,Sense District,1006,Tentlingen,2307,46.7676,7.2
CH,1735,Giffers,Fribourg,FR,Sense District,1006,Giffers,2294,46.7549,7.2246
CH,1736,St. Silvester,Fribourg,FR,Sense District,1006,St. Silvester,2303,46.738,7.2209
CH,1737,Plasselb,Fribourg,FR,Sense District,1006,Plasselb,2300,46.7116,7.2436
CH,3175,Flamatt,Fribourg,FR,Sense District,1006,Wünnewil-Flamatt,2309,46.889,7.3199
CH,3178,Bösingen,Fribourg,FR,Sense District,1006,Bösingen,2295,46.8853,7.234
CH,3182,Ueberstorf,Fribourg,FR,Sense District,1006,Ueberstorf,2308,46.8694,7.3262
CH,3184,Wünnewil,Fribourg,FR,Sense District,1006,Wünnewil-Flamatt,2309,46.8757,7.2791
CH,3185,Schmitten FR,Fribourg,FR,Sense District,1006,Schmitten (FR),2305,46.8504,7.247
CH,3186,Düdingen,Fribourg,FR,Sense District,1006,Düdingen,2293,46.8462,7.1915
CH,1609,St-Martin FR,Fribourg,FR,Veveyse District,1007,Saint-Martin (FR),2335,46.5742,6.882
CH,1609,Fiaugères,Fribourg,FR,Veveyse District,1007,Saint-Martin (FR),2335,46.5894,6.8914
CH,1609,Fiaugères,Fribourg,FR,Veveyse District,1007,Saint-Martin (FR),2335,46.5894,6.8914
CH,1609,Besencens,Fribourg,FR,Veveyse District,1007,Saint-Martin (FR),2335,46.5878,6.8685
CH,1611,Le Crêt-près-Semsales,Fribourg,FR,Veveyse District,1007,La Verrerie,2338,46.607,6.919
CH,1614,Granges (Veveyse),Fribourg,FR,Veveyse District,1007,Granges (Veveyse),2328,46.523,6.8263
CH,1615,Bossonnens,Fribourg,FR,Veveyse District,1007,Bossonnens,2323,46.5289,6.8481
CH,1616,Attalens,Fribourg,FR,Veveyse District,1007,Attalens,2321,46.5078,6.8541
CH,1617,Remaufens,Fribourg,FR,Veveyse District,1007,Remaufens,2333,46.5371,6.8826
CH,1617,Tatroz,Fribourg,FR,Veveyse District,1007,Attalens,2321,46.5285,6.8671
CH,1618,Châtel-St-Denis,Fribourg,FR,Veveyse District,1007,Châtel-Saint-Denis,2325,46.5344,6.937
CH,1619,Les Paccots,Fribourg,FR,Veveyse District,1007,Châtel-Saint-Denis,2325,46.5073,6.9663
CH,1623,Semsales,Fribourg,FR,Veveyse District,1007,Semsales,2336,46.5699,6.9517
CH,1624,Progens,Fribourg,FR,Veveyse District,1007,Semsales,2336,46.5857,6.9184
CH,1624,Progens,Fribourg,FR,Veveyse District,1007,La Verrerie,2338,46.5857,6.9184
CH,1624,La Verrerie,Fribourg,FR,Veveyse District,1007,La Verrerie,2338,46.5878,6.9211
CH,1624,Grattavache,Fribourg,FR,Veveyse District,1007,La Verrerie,2338,46.5964,6.9267
CH,1699,Porsel,Fribourg,FR,Veveyse District,1007,Le Flon,2337,46.6018,6.8706
CH,1699,Bouloz,Fribourg,FR,Veveyse District,1007,Le Flon,2337,46.6148,6.8877
CH,1699,Porsel,Fribourg,FR,Veveyse District,1007,Le Flon,2337,46.6018,6.8706
CH,1699,Pont (Veveyse),Fribourg,FR,Veveyse District,1007,Le Flon,2337,46.5913,6.8522
CH,1200,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2022,6.1457
CH,1201,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2107,6.1469
CH,1202,Genève,Genève,GE,Geneva,2500,Genève,6621,46.221,6.1432
CH,1203,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2079,6.1221
CH,1204,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2027,6.1457
CH,1205,Genève,Genève,GE,Geneva,2500,Genève,6621,46.1961,6.1403
CH,1206,Genève,Genève,GE,Geneva,2500,Genève,6621,46.1894,6.1574
CH,1207,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2066,6.1624
CH,1208,Genève,Genève,GE,Geneva,2500,Genève,6621,46.1984,6.1676
CH,1209,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2215,6.1232
CH,1211,Genève 6,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 73,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 8,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 23,Genève,GE,Geneva,2500,Meyrin,6630,46.2322,6.0791
CH,1211,Genève 14,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 27,Genève,GE,Geneva,2500,Pregny-Chambésy,6634,46.2379,6.1424
CH,1211,Genève 84 Votations,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 84 Votation,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 5,Genève,GE,Geneva,2500,Le Grand-Saconnex,6623,46.2358,6.1192
CH,1211,Genève 19,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 1,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 20,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 70,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 71 CS CP,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 22,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 12,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 80,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 13,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 10,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 28,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 4,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 26,Genève,GE,Geneva,2500,Lancy,6628,46.1897,6.1158
CH,1211,Genève 3,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 11,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1211,Genève 2,Genève,GE,Geneva,2500,Genève,6621,46.2058,6.1416
CH,1212,Grand-Lancy,Genève,GE,Geneva,2500,Lancy,6628,46.178,6.122
CH,1212,Grand-Lancy 1,Genève,GE,Geneva,2500,Lancy,6628,46.1897,6.1158
CH,1213,Onex,Genève,GE,Geneva,2500,Onex,6631,46.1854,6.1002
CH,1213,Petit-Lancy 1,Genève,GE,Geneva,2500,Lancy,6628,46.1897,6.1158
CH,1213,Petit-Lancy,Genève,GE,Geneva,2500,Lancy,6628,46.1939,6.1159
CH,1214,Vernier,Genève,GE,Geneva,2500,Vernier,6643,46.2139,6.0796
CH,1215,Genève 15 Aéroport,Genève,GE,Geneva,2500,Meyrin,6630,46.2347,6.1064
CH,1215,Genève,Genève,GE,Geneva,2500,Le Grand-Saconnex,6623,46.2358,6.1192
CH,1216,Cointrin,Genève,GE,Geneva,2500,Meyrin,6630,46.224,6.1062
CH,1217,Meyrin,Genève,GE,Geneva,2500,Meyrin,6630,46.2339,6.0743
CH,1217,Meyrin 1,Genève,GE,Geneva,2500,Meyrin,6630,46.2322,6.0791
CH,1218,Le Grand-Saconnex,Genève,GE,Geneva,2500,Le Grand-Saconnex,6623,46.2338,6.1221
CH,1219,Châtelaine,Genève,GE,Geneva,2500,Vernier,6643,46.2138,6.1087
CH,1219,Le Lignon,Genève,GE,Geneva,2500,Vernier,6643,46.2067,6.0984
CH,1219,Aïre,Genève,GE,Geneva,2500,Vernier,6643,46.1986,6.0985
CH,1220,Les Avanchets,Genève,GE,Geneva,2500,Vernier,6643,46.2207,6.1091
CH,1222,Vésenaz,Genève,GE,Geneva,2500,Collonge-Bellerive,6616,46.2454,6.2008
CH,1223,Cologny,Genève,GE,Geneva,2500,Cologny,6617,46.2228,6.1808
CH,1224,Chêne-Bougeries,Genève,GE,Geneva,2500,Chêne-Bougeries,6612,46.1995,6.1858
CH,1225,Chêne-Bourg,Genève,GE,Geneva,2500,Chêne-Bourg,6613,46.1974,6.197
CH,1226,Thônex,Genève,GE,Geneva,2500,Thônex,6640,46.1961,6.2046
CH,1227,Les Acacias,Genève,GE,Geneva,2500,Genève,6621,46.1926,6.1321
CH,1227,Carouge GE,Genève,GE,Geneva,2500,Carouge (GE),6608,46.1817,6.1403
CH,1228,Plan-les-Ouates,Genève,GE,Geneva,2500,Plan-les-Ouates,6633,46.1642,6.118
CH,1231,Conches,Genève,GE,Geneva,2500,Chêne-Bougeries,6612,46.1855,6.1759
CH,1232,Confignon,Genève,GE,Geneva,2500,Confignon,6618,46.1743,6.0888
CH,1233,Bernex,Genève,GE,Geneva,2500,Bernex,6607,46.1785,6.0686
CH,1234,Vessy,Genève,GE,Geneva,2500,Veyrier,6645,46.1742,6.159
CH,1236,Cartigny,Genève,GE,Geneva,2500,Cartigny,6609,46.1759,6.0309
CH,1237,Avully,Genève,GE,Geneva,2500,Avully,6603,46.1675,5.9985
CH,1239,Collex,Genève,GE,Geneva,2500,Collex-Bossy,6615,46.2796,6.1212
CH,1240,Genève,Genève,GE,Geneva,2500,Genève,6621,46.2022,6.1457
CH,1241,Puplinge,Genève,GE,Geneva,2500,Puplinge,6636,46.2108,6.2322
CH,1242,Satigny,Genève,GE,Geneva,2500,Satigny,6638,46.2143,6.035
CH,1243,Presinge,Genève,GE,Geneva,2500,Presinge,6635,46.218,6.2602
CH,1244,Choulex,Genève,GE,Geneva,2500,Choulex,6614,46.2263,6.2238
CH,1245,Collonge-Bellerive,Genève,GE,Geneva,2500,Collonge-Bellerive,6616,46.2587,6.1965
CH,1246,Corsier GE,Genève,GE,Geneva,2500,Corsier (GE),6619,46.2659,6.2191
CH,1247,Anières,Genève,GE,Geneva,2500,Anières,6602,46.2808,6.2226
CH,1248,Hermance,Genève,GE,Geneva,2500,Hermance,6625,46.2988,6.2325
CH,1251,Gy,Genève,GE,Geneva,2500,Gy,6624,46.2519,6.27
CH,1252,Meinier,Genève,GE,Geneva,2500,Meinier,6629,46.243,6.2351
CH,1253,Vandoeuvres,Genève,GE,Geneva,2500,Vandoeuvres,6642,46.219,6.2037
CH,1254,Jussy,Genève,GE,Geneva,2500,Jussy,6626,46.2372,6.2791
CH,1255,Veyrier,Genève,GE,Geneva,2500,Veyrier,6645,46.1684,6.1769
CH,1256,Troinex,Genève,GE,Geneva,2500,Troinex,6641,46.1593,6.1506
CH,1257,La Croix-de-Rozon,Genève,GE,Geneva,2500,Bardonnex,6605,46.149,6.1207
CH,1258,Perly,Genève,GE,Geneva,2500,Perly-Certoux,6632,46.1575,6.0889
CH,1281,Russin,Genève,GE,Geneva,2500,Russin,6637,46.1939,6.0139
CH,1283,La Plaine,Genève,GE,Geneva,2500,Dardagny,6620,46.1792,6.0032
CH,1283,Dardagny,Genève,GE,Geneva,2500,Dardagny,6620,46.2002,5.9878
CH,1284,Chancy,Genève,GE,Geneva,2500,Chancy,6611,46.1475,5.9787
CH,1285,Athenaz (Avusy),Genève,GE,Geneva,2500,Avusy,6604,46.1496,6.0086
CH,1286,Soral,Genève,GE,Geneva,2500,Soral,6639,46.1481,6.0474
CH,1287,Laconnex,Genève,GE,Geneva,2500,Laconnex,6627,46.1589,6.0341
CH,1288,Aire-la-Ville,Genève,GE,Geneva,2500,Aire-la-Ville,6601,46.1902,6.0422
CH,1290,Versoix,Genève,GE,Geneva,2500,Versoix,6644,46.2877,6.1559
CH,1292,Chambésy,Genève,GE,Geneva,2500,Pregny-Chambésy,6634,46.2375,6.1511
CH,1293,Bellevue,Genève,GE,Geneva,2500,Bellevue,6606,46.2545,6.1455
CH,1294,Genthod,Genève,GE,Geneva,2500,Genthod,6622,46.2637,6.1614
CH,1298,Céligny,Genève,GE,Geneva,2500,Céligny,6610,46.3473,6.2052
CH,1298,Céligny,Genève,GE,Geneva,2500,Céligny,6610,46.3473,6.2052
CH,8750,Glarus,Glarus,GL,Glarus,800,Glarus,1632,47.0369,9.0546
CH,8750,Klöntal,Glarus,GL,Glarus,800,Glarus,1632,47.019,8.9682
CH,8750,Riedern,Glarus,GL,Glarus,800,Glarus,1632,47.0496,9.0394
CH,8752,Näfels,Glarus,GL,Glarus,800,Glarus Nord,1630,47.0865,9.0053
CH,8753,Mollis,Glarus,GL,Glarus,800,Glarus Nord,1630,47.0938,9.0914
CH,8754,Netstal,Glarus,GL,Glarus,800,Glarus,1632,47.0638,9.0417
CH,8755,Ennenda,Glarus,GL,Glarus,800,Glarus,1632,47.0445,9.0986
CH,8756,Mitlödi,Glarus,GL,Glarus,800,Glarus Süd,1631,47.0154,9.0805
CH,8757,Filzbach,Glarus,GL,Glarus,800,Glarus Nord,1630,47.1015,9.1253
CH,8758,Obstalden,Glarus,GL,Glarus,800,Glarus Nord,1630,47.0772,9.1536
CH,8759,Netstal,Glarus,GL,Glarus,800,Glarus,1632,47.0634,9.0573
CH,8762,Schwändi b. Schwanden,Glarus,GL,Glarus,800,Glarus Süd,1631,47.0131,9.0564
CH,8762,Sool,Glarus,GL,Glarus,800,Glarus Süd,1631,47.0125,9.1249
CH,8762,Schwanden GL,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9738,9.0849
CH,8765,Engi,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9983,9.1692
CH,8766,Matt,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9713,9.198
CH,8767,Elm,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9061,9.1564
CH,8772,Nidfurn,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9876,9.0435
CH,8773,Haslen GL,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9595,9.0726
CH,8774,Leuggelbach,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9787,9.0363
CH,8775,Luchsingen,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9764,9.0012
CH,8775,Hätzingen,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9603,9.0493
CH,8775,Luchsingen-Hätzingen,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9271,9.0779
CH,8777,Diesbach GL,Glarus,GL,Glarus,800,Glarus Süd,1631,46.944,9.0511
CH,8777,Betschwanden,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9283,9.0549
CH,8782,Rüti GL,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9316,9.0211
CH,8783,Linthal,Glarus,GL,Glarus,800,Glarus Süd,1631,46.8631,8.979
CH,8784,Braunwald,Glarus,GL,Glarus,800,Glarus Süd,1631,46.9458,8.9845
CH,8865,Bilten,Glarus,GL,Glarus,800,Glarus Nord,1630,47.1479,9.0078
CH,8867,Niederurnen,Glarus,GL,Glarus,800,Glarus Nord,1630,47.1265,9.0208
CH,8868,Oberurnen,Glarus,GL,Glarus,800,Glarus Nord,1630,47.1153,9.0366
CH,8874,Mühlehorn,Glarus,GL,Glarus,800,Glarus Nord,1630,47.1027,9.1749
CH,7077,Valbella,Graubünden,GR,Region Albula,1841,Vaz/Obervaz,3506,46.7522,9.5502
CH,7078,Lenzerheide/Lai,Graubünden,GR,Region Albula,1841,Vaz/Obervaz,3506,46.7317,9.5481
CH,7082,Vaz/Obervaz,Graubünden,GR,Region Albula,1841,Vaz/Obervaz,3506,46.6974,9.5183
CH,7083,Lantsch/Lenz,Graubünden,GR,Region Albula,1841,Lantsch/Lenz,3513,46.707,9.5794
CH,7084,Brienz/Brinzauls GR,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.6837,9.6028
CH,7450,Tiefencastel,Graubünden,GR,Region Albula,1841,Vaz/Obervaz,3506,46.6483,9.6037
CH,7450,Tiefencastel,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.6483,9.6037
CH,7451,Alvaschein,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.6778,9.5467
CH,7452,Cunter,Graubünden,GR,Region Albula,1841,Surses,3543,46.6202,9.6043
CH,7453,Tinizong,Graubünden,GR,Region Albula,1841,Surses,3543,46.5868,9.6608
CH,7454,Rona,Graubünden,GR,Region Albula,1841,Surses,3543,46.5567,9.6608
CH,7455,Mulegns,Graubünden,GR,Region Albula,1841,Surses,3543,46.5044,9.5795
CH,7456,Marmorera,Graubünden,GR,Region Albula,1841,Surses,3543,46.4997,9.6473
CH,7456,Sur,Graubünden,GR,Region Albula,1841,Surses,3543,46.528,9.6632
CH,7457,Bivio,Graubünden,GR,Region Albula,1841,Surses,3543,46.4578,9.6618
CH,7458,Mon,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.6487,9.5484
CH,7459,Stierva,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.657,9.5204
CH,7460,Savognin,Graubünden,GR,Region Albula,1841,Surses,3543,46.5814,9.6024
CH,7462,Salouf,Graubünden,GR,Region Albula,1841,Surses,3543,46.6124,9.533
CH,7463,Riom,Graubünden,GR,Region Albula,1841,Surses,3543,46.6224,9.5892
CH,7463,Riom,Graubünden,GR,Region Albula,1841,Surses,3543,46.6224,9.5892
CH,7464,Parsonz,Graubünden,GR,Region Albula,1841,Surses,3543,46.5567,9.5423
CH,7472,Surava,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.6572,9.6172
CH,7473,Alvaneu Bad,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.6686,9.6491
CH,7477,Filisur,Graubünden,GR,Region Albula,1841,Bergün Filisur,3544,46.6488,9.6882
CH,7482,Bergün/Bravuogn,Graubünden,GR,Region Albula,1841,Bergün Filisur,3544,46.6389,9.8055
CH,7482,Preda,Graubünden,GR,Region Albula,1841,Bergün Filisur,3544,46.587,9.7729
CH,7482,Stugl/Stuls,Graubünden,GR,Region Albula,1841,Bergün Filisur,3544,46.6575,9.7426
CH,7484,Latsch,Graubünden,GR,Region Albula,1841,Bergün Filisur,3544,46.6377,9.7553
CH,7492,Alvaneu Dorf,Graubünden,GR,Region Albula,1841,Albula/Alvra,3542,46.7156,9.6443
CH,7493,Schmitten (Albula),Graubünden,GR,Region Albula,1841,Schmitten (GR),3514,46.7042,9.6778
CH,7710,Alp Grüm,Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.375,10.0326
CH,7710,Ospizio Bernina,Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.3952,10.0196
CH,7741,S. Carlo (Poschiavo),Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.3567,10.082
CH,7742,Poschiavo,Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.3379,10.0388
CH,7742,La Rösa,Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.4087,10.0774
CH,7742,Sfazù,Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.3989,10.1197
CH,7743,Brusio,Graubünden,GR,Region Bernina,1842,Brusio,3551,46.2753,10.1232
CH,7743,Miralago,Graubünden,GR,Region Bernina,1842,Poschiavo,3561,46.2731,10.1009
